unnamed: 0,week_of_outbreak,state_ut,district,disease,cases,deaths,latitude,longitude,preci,lai,temp_c,date
876,24th week,Maharashtra,Chandrapur,Acute Diarrhoeal Disease,142,,20.0967555,79.50454752,0.008591163,6.0,43.72200000000004,2019-06-05
877,24th week,Maharashtra,Sangli,Dengue,12,,17.1726928,74.58676543,0.002000858,6.0,42.76000000000005,2019-05-29
878,24th week,Maharashtra,Sangli,Chikungunya,10,,17.1726928,74.58676543,0.001723798,7.0,42.81333340000003,2019-05-13
879,25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,35,,13.1601048,79.15555062,0.018587873,8.0,36.97000000000003,2019-06-19
880,25th week,Gujarat,Ahmedabad,Acute Diarrhoeal Disease,34,,23.0216238,72.5797068,0.162209421,5.0,36.02333340000001,2019-06-24
881,25th week,Jammu And Kashmir,Poonch,Acute Diarrhoeal Disease,117,,33.7670004,74.0957143,0.14774488,18.0,31.370000000000005,2019-06-16
882,25th week,Karnataka,Hassan,Dengue,11,,13.0070817,76.0992703,0.145649386,,28.465000000000032,2019-06-17
883,25th week,Kerala,Kasaragod,Dengue,19,,12.5035577,74.9907022,1.897344269,,28.350000000000023,2019-06-17
884,25th week,Kerala,Wayanad,Dengue,17,,11.715219,76.12690295,0.566323293,,26.382000000000005,2019-06-17
885,25th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,58,,17.1726928,74.58676543,0.102474106,6.0,30.635000000000048,2019-06-20
886,25th week,Madhya Pradesh,Nimach,Acute Diarrhoeal Disease,123,,24.4624649,74.8501137,0.577007687,3.0,42.12600000000003,2019-06-20
887,25th week,Tripura,Gomati,Malaria,190,,23.4613369,91.60718004,0.386449642,,28.57000000000005,2019-06-18
888,25th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,40,,23.2495714,87.8681751,1.396773262,9.0,34.295000000000016,2019-06-23
889,25th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,70,,27.4844597,94.9019447,0.565957878,12.0,29.170000000000016,2019-06-15
890,25th week,Jharkhand,East Singhbhum,Dengue,8,,22.8092139,86.2091549,0.026374902,11.0,34.822,2019-06-15
891,25th week,Karnataka,Chamarajanagar,Chikungunya,32,,11.9346006,76.9328209,0.278978016,14.0,30.334000000000003,2019-06-15
892,25th week,Karnataka,Dakshina Kannada,Dengue,21,,12.9324457,74.9813132,0.275121174,16.0,31.210000000000036,2019-06-03
893,25th week,Maharashtra,Kolhapur,Dengue,7,,16.7028412,74.2405329,0.332077824,6.0,34.860000000000014,2019-06-15
894,25th week,Maharashtra,Satara,Dengue,6,,17.63612885,74.29827808,0.461764852,2.0,34.14500000000004,2019-06-28
895,25th week,Madhya Pradesh,Bhind,Acute Diarrhoeal Disease,34,,26.5,78.75,0.011271843,3.0,44.91666660000004,2019-06-12
896,25th week,Uttar Pradesh,Bareilly,Malaria,2102,,28.416667,79.383333,0.367634383,12.0,18.370000000000005,2019-01-28
897,26th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,39,,20.9727404,80.69155548,0.156967564,10.0,42.23000000000002,2019-06-21
898,26th week,Jharkhand,East Singhbhum,Malaria,44,1.0,22.8092139,86.2091549,0.248615383,7.0,31.0,2019-06-28
899,26th week,Jharkhand,West Singhbhum,Malaria,49,,22.7859232,86.1716093,0.403702396,,33.129999999999995,2019-06-25
900,26th week,Kerala,Kasaragod,Malaria,5,,12.5035577,74.9907022,2.082263409,19.0,24.75,2019-06-28
901,26th week,Karnataka,Bangalore Rural,Dengue,27,,13.0010872,77.3361225,0.37785281,,33.23000000000002,2019-06-26
902,26th week,Maharashtra,Gadchiroli,Acute Diarrhoeal Disease,11,,19.75907035,80.16228073,0.546093974,9.0,43.14000000000004,2019-06-24
903,26th week,Maharashtra,Raigad,Dengue,15,,18.4928092,73.13807095,0.478885614,,32.65666660000005,2019-06-26
904,26th week,Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,26,,17.2826079,73.4569787,0.808898712,,30.600000000000023,2019-06-26
905,26th week,Madhya Pradesh,Datia,Acute Diarrhoeal Disease,17,,25.75,78.5,0.075492134,,41.400000000000034,2019-06-26
906,26th week,Odisha,Ganjam,Acute Diarrhoeal Disease,19,,19.4129711,85.04710406,,,30.843333400000006,2019-06-26
907,26th week,Punjab,Muktsar,Acute Diarrhoeal Disease,12,,30.4692,74.5182,0.093486401,,35.786,2019-06-26
908,26th week,Tamil Nadu,Dharmapuri,Chikungunya,39,,12.09680475,78.19304301,0.134100416,,38.23000000000002,2019-06-26
909,26th week,Arunachal Pradesh,East Siang,Dengue,15,,28.3,95.15,0.781718704,44.0,24.123333400000035,2019-06-03
910,26th week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,39,,21.2380912,81.6336993,0.10778177,,44.650000000000034,2019-06-17
911,26th week,Kerala,Ernakulam,Dengue,30,,9.98408,76.2741457,0.395232339,,30.310000000000002,2019-05-01
912,26th week,Karnataka,Haveri,Dengue,33,,14.7874825,75.3996731,0.482722612,,25.33000000000004,2019-06-18
913,26th week,Karnataka,Kolar,Chikungunya,23,,13.1367201,78.1337246,0.645942096,10.0,33.57666660000001,2019-06-07
914,27th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,282,,14.4752936,78.8216861,0.227610976,3.0,40.79000000000002,2019-06-30
915,27th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,14,,18.1120819,83.40521962,0.11624956,14.0,32.99000000000001,2019-06-30
916,27th week,Himachal Pradesh,Solan,Acute Diarrhoeal Disease,46,,30.92589585,77.08200509,0.399246008,22.0,29.87666660000002,2019-06-30
917,27th week,Karnataka,Bengaluru,Dengue,13,,12.9767936,77.590082,0.072165261,5.0,33.610000000000014,2019-07-02
918,27th week,Kerala,Alappuzha,Acute Diarrhoeal Disease,94,,9.5006651,76.41241429,0.596471748,21.0,25.710000000000036,2019-07-05
919,27th week,Punjab,Moga,Acute Diarrhoeal Disease,13,,30.7839866,75.16057423,0.065487015,3.0,35.81400000000002,2019-07-01
920,27th week,Tamil Nadu,Tiruvallur,Acute Diarrhoeal Disease,11,,13.1394221,79.9070839,0.051428982,5.0,39.73000000000002,2019-07-06
921,27th week,Telangana,Mahabubnagar,Chikungunya,26,,16.69656855,77.95911462,0.470008524,,,2019-07-04
922,27th week,Andhra Pradesh,Kadapa,Dengue,6,,14.4752936,78.8216861,0.283527357,3.0,40.79000000000002,2019-07-01
923,27th week,Bihar,Jehanabad,Acute Diarrhoeal Disease,10,,25.15247135,85.00687849,0.290669151,,42.39000000000004,2019-06-26
924,27th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,10,,22.0059254,81.2332055,0.213429957,4.0,43.85666660000004,2019-06-24
925,27th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,104,,31.6723392,76.95331691,0.223847188,23.0,29.81800000000004,2019-06-29
926,27th week,Karnataka,Chikkaballapura,Chikungunya,45,,13.4358702,77.7312434,0.093299846,6.0,34.04000000000002,2019-06-20
927,27th week,Odisha,Keonjhar,Acute Diarrhoeal Disease,13,,21.5,85.5,0.1884897,6.0,30.640000000000043,2019-06-29
928,27th week,Uttar Pradesh,Mathura,Acute Diarrhoeal Disease,194,,27.633333,77.583333,0.037291808,3.0,41.19333340000003,2019-06-27
929,28th week,Arunachal Pradesh,East Siang,Acute Diarrhoeal Disease,21,,28.3,95.15,1.589279616,5.0,20.870000000000005,2019-07-07
930,28th week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,47,,21.6542,82.1739,0.679636561,1.0,,2019-07-10
931,28th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,65,,20.73218365,81.14335738,0.919879931,2.0,,2019-07-10
932,28th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,72,,22.0090841,82.578896,2.433206485,,31.29000000000002,2019-07-04
933,28th week,Maharashtra,Amravati,Acute Diarrhoeal Disease,16,,20.9521098,77.7333168,2.004265367,1.0,,2019-07-08
934,28th week,Maharashtra,Sindhudurg,Malaria,1,1.0,16.1357193,73.6522086,1.898631753,5.0,,2019-07-06
935,28th week,Odisha,Angul,Acute Diarrhoeal Disease,14,,20.8382426,85.0973949,2.743778799,5.0,13.890000000000043,2019-07-06
936,28th week,Rajasthan,Pratapgarh,Acute Diarrhoeal Disease,90,,24.0333495,74.7801315,1.640495292,,26.470000000000027,2019-07-11
937,28th week,Tamil Nadu,Erode,Dengue,19,,11.3692044,77.67662687,0.063680537,8.0,36.754999999999995,2019-07-05
938,28th week,West Bengal,Midnapore East,Acute Diarrhoeal Disease,22,,22.05211075,88.07124658,0.899982959,7.0,26.629999999999995,2019-07-10
939,28th week,Bihar,Jehanabad,Acute Encephalitis Syndrome,4,1.0,25.15247135,85.00687849,0.021247397,4.0,44.82600000000002,2019-06-15
940,28th week,Kerala,Ernakulam,Dengue,24,,9.98408,76.2741457,1.353752104,13.0,28.950000000000045,2019-06-23
941,28th week,Maharashtra,Thane,Dengue,5,1.0,19.1943294,72.9701779,2.685362899,5.0,34.44,2019-07-01
942,28th week,Telangana,Wanaparthy,Dengue,19,,16.2852944,77.98644727,0.477125474,3.0,35.670000000000016,2019-07-02
943,28th week,Uttar Pradesh,Jalaun,Acute Diarrhoeal Disease,47,3.0,26.105546,79.42765265,0.080996507,,40.01800000000003,2019-07-03
944,29th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,20,,22.2973142,73.1942567,0.18298384,9.0,31.730000000000018,2019-07-13
945,29th week,Jharkhand,Dumka,Acute Diarrhoeal Disease,16,,24.2538512,87.30064714,0.186045406,,32.37666660000002,2019-07-20
946,29th week,Jammu And Kashmir,Kupwara,Acute Diarrhoeal Disease,21,,34.6110236,74.23847867,0.157538138,16.0,19.863333400000045,2019-07-17
947,29th week,Karnataka,Bangalore Rural,Dengue And Chikungunya,28,,13.0010872,77.3361225,0.087008889,6.0,35.120000000000005,2019-07-02
948,29th week,Karnataka,Davanagere,Dengue,32,,14.4661266,75.9206361,0.482292308,6.0,29.310000000000002,2019-07-16
949,29th week,Maharashtra,Gadchiroli,Acute Diarrhoeal Disease,24,,19.75907035,80.16228073,0.198719707,16.0,35.129999999999995,2019-07-15
950,29th week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,16,,23.25,78.083333,2.298592539,3.0,,2019-07-07
951,29th week,Odisha,Bolangir,Acute Diarrhoeal Disease,30,,20.7502257,83.2499464,0.399953513,14.0,30.77000000000004,2019-07-16
952,29th week,Punjab,Jalandhar,Suspected Cholera,6,,31.29201065,75.56805772,0.71356138,4.0,,2019-07-18
953,29th week,Punjab,Hoshiarpur,Acute Diarrhoeal Disease,11,,31.60857425,75.84644247,0.569778147,8.0,22.79000000000002,2019-07-18
954,29th week,Punjab,Gurdaspur,Cholera,2,1.0,32.166667,75.316667,0.375647551,,27.023333400000013,2019-07-20
955,29th week,Rajasthan,Baran,Acute Diarrhoeal Disease,59,,24.91765715,76.69627663,1.833841153,4.0,34.85000000000002,2019-07-08
956,29th week,Rajasthan,Jhalawar,Acute Diarrhoeal Disease,25,,24.31255575,76.52279955,0.023448515,6.0,33.25,2019-07-15
957,29th week,Uttar Pradesh,Kanpur (Dehat),Acute Diarrhoeal Disease,153,2.0,26.4600465,79.85551,1.010539474,2.0,38.75,2019-07-09
958,29th week,Uttarakhand,Dehradun,Acute Diarrhoeal Disease,29,,30.3255646,78.0436813,1.157722778,16.0,22.82000000000005,2019-07-17
959,29th week,West Bengal,Purulia,Cholera,31,,23.3291882,86.3672378,0.792519869,,,2019-07-12
960,29th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,13,,22.0090841,82.578896,0.544162448,17.0,29.930000000000007,2019-07-14
961,29th week,Chhattisgarh,Surajpur,Acute Diarrhoeal Disease,74,,23.35151515,82.97290273,0.001636848,11.0,42.00600000000003,2019-06-12
962,29th week,Karnataka,Dharwad,Chikungunya,12,,15.4540505,75.0066516,0.820630415,4.0,31.900000000000034,2019-07-14
963,29th week,Karnataka,Uttara Kannada,Acute Diarrhoeal Disease,20,,14.72447415,74.64223734,1.685498884,8.0,,2019-07-16
964,29th week,Kerala,Idukki,Chikungunya,10,,9.8497872,76.9797914,0.730798617,20.0,26.160000000000025,2019-07-05
965,29th week,Maharashtra,Satara,Dengue,28,,17.63612885,74.29827808,0.000498516,3.0,43.92333340000005,2019-06-03
966,29th week,Maharashtra,Thane,Suspected Dengue,5,1.0,19.1943294,72.9701779,0.751008266,5.0,36.110000000000014,2019-06-28
967,30th week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,47,1.0,21.6542,82.1739,0.309319575,7.0,37.274,2019-07-21
968,30th week,Delhi,North Delhi,Cholera,5,,28.78722785,77.09809033,0.874836229,7.0,33.49000000000001,2019-07-25
969,30th week,Gujarat,Kheda,Acute Diarrhoeal Disease,18,,22.75,72.833333,0.17660057,5.0,38.74000000000001,2019-07-24
970,30th week,Gujarat,Navsari,Cholera,25,,20.952407,72.9323831,0.179575745,7.0,31.135000000000048,2019-07-24
971,30th week,Karnataka,Dharwad,Chikungunya,6,,15.4540505,75.0066516,0.661602422,2.0,35.97000000000003,2019-07-22
972,30th week,Karnataka,Mandya,Dengue,19,,12.5238888,76.8961961,0.505807713,4.0,34.170000000000016,2019-07-22
973,30th week,Karnataka,Raichur,Dengue,4,,16.083333,77.166667,0.27065639,3.0,37.39000000000004,2019-07-22
974,30th week,Maharashtra,Palghar,Acute Diarrhoeal Disease,9,,19.684661,72.82491116,0.304042928,,28.870000000000005,2019-07-19
975,30th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,24,,30.7041168,76.7176885,0.283665109,14.0,30.98333340000005,2019-07-24
976,30th week,Tamil Nadu,Thiruvalluvar,Acute Diarrhoeal Disease,43,,13.1120553,80.0917415,0.640574405,8.0,35.120000000000005,2019-07-26
977,30th week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,12,,25.6035084,83.50745405,1.071848138,6.0,35.82000000000005,2019-07-25
978,30th week,Bihar,Munger,Acute Encephalitis Syndrome,2,1.0,25.22081165,86.51720367,0.416330811,6.0,32.7233334,2019-06-23
979,30th week,Karnataka,Chikkaballapur,Dengue,17,,13.6102243,77.5127721,0.123835047,5.0,31.670000000000016,2019-07-10
980,30th week,Karnataka,Udupi,Malaria,13,,13.3419169,74.7473232,3.089131455,8.0,27.310000000000002,2019-07-10
981,30th week,Uttar Pradesh,Aligarh,Acute Diarrhoeal Disease,75,2.0,27.833333,78.166667,0.138423648,4.0,26.710000000000036,2019-07-16
982,31st week,Assam,Tinsukia,Acute Diarrhoeal Disease,10,,27.52016575,95.53063473,0.941387245,27.0,28.610000000000014,2019-08-03
983,31st week,Karnataka,Chikkaballapur,Dengue,8,,13.6102243,77.5127721,0.706736365,,,2019-07-27
984,31st week,Karnataka,Dharwad,Dengue,10,,15.4540505,75.0066516,0.488776257,2.0,,2019-07-30
985,31st week,Rajasthan,Pali,Acute Diarrhoeal Disease,15,,25.6040908,73.41560879,1.240952559,5.0,29.660000000000025,2019-07-31
986,31st week,Telangana,Medchal,Acute Diarrhoeal Disease,13,,17.6339929,78.4843146,0.548851302,,34.129999999999995,2019-07-28
987,31st week,Uttar Pradesh,Firozabad,Acute Diarrhoeal Disease,32,3.0,27.17736635,78.38991198,1.205940721,6.0,38.360000000000014,2019-07-26
988,31st week,Chhattisgarh,Durg,Acute Diarrhoeal Disease,40,,21.19903535,81.39795456,0.497894955,8.0,34.98000000000002,2019-07-22
989,31st week,Karnataka,Chikkaballapur,Dengue,28,,13.6102243,77.5127721,0.900121243,6.0,30.129999999999995,2019-07-24
990,31st week,Karnataka,Dharwad,Chikungunya,9,,15.4540505,75.0066516,0.661602422,2.0,35.97000000000003,2019-07-22
991,31st week,Madhya Pradesh,Jabalpur,Acute Diarrhoeal Disease,6,,23.1608938,79.9497702,0.043180864,9.0,22.398000000000025,2019-12-28
992,31st week,Madhya Pradesh,Jabalpur,Acute Diarrhoeal Disease,29,,23.1608938,79.9497702,0.156327333,7.0,40.93000000000001,2019-06-27
993,31st week,Madhya Pradesh,Jabalpur,Acute Diarrhoeal Disease,8,,23.1608938,79.9497702,0.522160459,12.0,30.57000000000005,2019-07-14
994,31st week,Puducherry,Mahe,Dengue,4,,11.7021978,75.5364701,0.856317548,19.0,27.560000000000002,2019-06-29
995,31st week,Rajasthan,Baran,Acute Diarrhoeal Disease,61,,24.91765715,76.69627663,0.189243896,9.0,39.91666660000004,2019-07-25
996,31st week,Uttar Pradesh,Gonda,Acute Diarrhoeal Disease,19,2.0,27.1096669,81.91832912,0.561485434,,30.32000000000005,2019-07-20
997,31st week,Arunachal Pradesh,East Siang,Chikungunya,77,,28.3,95.15,1.589279616,5.0,20.870000000000005,2019-07-07
998,31st week,Arunachal Pradesh,East Siang,Dengue,158,,28.3,95.15,1.698544596,13.0,14.490000000000009,2019-06-22
999,31st week,Karnataka,Uttara Kannada,Acute Diarrhoeal Disease,43,,14.72447415,74.64223734,1.296575106,3.0,27.49000000000001,2019-08-02
1000,32nd week,Bihar,West Champaran,Acute Diarrhoeal Disease,15,3.0,26.6919717,84.5796928,0.570535233,6.0,,2019-08-01
1001,32nd week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,71,,13.6102243,77.5127721,0.163654606,4.0,32.39000000000004,2019-08-06
1002,32nd week,Karnataka,Tumkur,Dengue,14,,13.3400771,77.1006208,0.20772999,3.0,33.19,2019-08-06
1003,32nd week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,12,,21.1498134,79.0820556,1.345001103,,,2019-08-05
1004,32nd week,Madhya Pradesh,Datia,Acute Diarrhoeal Disease,7,1.0,25.75,78.5,0.688295026,10.0,32.33000000000004,2019-08-07
1005,32nd week,Madhya Pradesh,Datia,Acute Diarrhoeal Disease,20,,25.75,78.5,0.624503848,10.0,32.33000000000004,2019-08-06
1006,32nd week,Odisha,Rayagada,Acute Diarrhoeal Disease,13,,19.17209585,83.33503085,1.409028237,13.0,27.610000000000014,2019-08-11
1007,32nd week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,10,,30.7041168,76.7176885,0.700714647,14.0,30.700000000000045,2019-08-03
1008,32nd week,Tamil Nadu,Theni,Chikungunya,34,,9.9696643,77.47420049,0.271943598,3.0,,2019-08-09
1009,32nd week,Uttar Pradesh,Bareilly,Dengue,16,,28.416667,79.383333,0.432719066,9.0,30.930000000000007,2019-08-02
1010,32nd week,Uttar Pradesh,Gonda,Acute Diarrhoeal Disease,12,,27.1096669,81.91832912,0.629128705,10.0,30.689999999999998,2019-08-01
1011,32nd week,West Bengal,Nadia,Dengue,27,,23.48454125,88.55676307,0.685644083,9.0,28.180000000000007,2019-08-09
1012,32nd week,Assam,Marigaon,Acute Diarrhoeal Disease,31,,26.290712,92.29221257,1.01198966,10.0,27.28000000000003,2019-07-25
1013,32nd week,Manipur,Imphal East,Dengue,29,,24.85154025,94.00947958,0.759351964,18.0,25.950000000000045,2019-07-29
1014,32nd week,Arunachal Pradesh,East Siang,Chikungunya,83,,28.3,95.15,1.589279616,5.0,20.870000000000005,2019-07-07
1015,32nd week,Arunachal Pradesh,East Siang,Dengue,168,,28.3,95.15,0.781718704,44.0,24.123333400000035,2019-06-03
1016,33rd week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,39,,21.6542,82.1739,1.576523139,7.0,26.629999999999995,2019-08-11
1017,33rd week,Gujarat,Vadodara,Cholera,11,,22.2973142,73.1942567,2.551227918,,,2019-08-13
1018,33rd week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,59,,31.6723392,76.95331691,1.048003082,,24.474000000000046,2019-08-12
1019,33rd week,Maharashtra,Nagpur,Acute Encephalitis Syndrome,1,1.0,21.1498134,79.0820556,1.685334714,,24.170000000000016,2019-08-13
1020,33rd week,Odisha,Balasore,Acute Diarrhoeal Disease,18,,21.5002888,86.9202627,0.662373663,7.0,31.056666600000028,2019-08-14
1021,33rd week,Odisha,Balasore,Acute Diarrhoeal Disease,17,,21.5002888,86.9202627,0.675593421,7.0,30.950000000000045,2019-08-16
1022,33rd week,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,9,1.0,27.25264095,82.86964796,0.782435654,,27.640000000000043,2019-08-12
1023,33rd week,Uttarakhand,Tehri Garhwal,Acute Diarrhoeal Disease,5,1.0,30.5,78.666667,1.486027581,23.0,13.102000000000032,2019-08-14
1024,33rd week,West Bengal,Murshidabad,Dengue,17,,24.1745993,88.2721335,0.741628104,8.0,31.230000000000018,2019-08-16
1025,33rd week,West Bengal,Purulia,Acute Diarrhoeal Disease,35,,23.3291882,86.3672378,0.581780003,7.0,29.060000000000002,2019-08-15
1026,33rd week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,61,,20.9727404,80.69155548,1.108574475,,,2019-08-05
1027,33rd week,Tamil Nadu,Madurai,Chikungunya,32,,9.9261153,78.1140983,0.004243494,4.0,43.39000000000004,2019-08-07
1028,33rd week,Arunachal Pradesh,East Siang,Dengue,158,,28.3,95.15,1.698544596,13.0,14.490000000000009,2019-06-22
1029,33rd week,Arunachal Pradesh,East Siang,Chikungunya,77,,28.3,95.15,1.589279616,5.0,20.870000000000005,2019-07-07
1030,34th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,24,,27.3,93.05,1.301433854,49.0,17.94333340000003,2019-08-25
1031,34th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,21,1.0,27.3,93.05,1.301433854,49.0,17.94333340000003,2019-08-25
1032,34th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,17,,22.0090841,82.578896,0.76645467,,27.730000000000018,2019-08-21
1033,34th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,11,,22.0059254,81.2332055,1.24555065,11.0,28.07000000000005,2019-08-16
1034,34th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,9,,22.0059254,81.2332055,0.517256696,,26.48333340000005,2019-08-21
1035,34th week,Gujarat,Anand,Acute Diarrhoeal Disease,40,,22.5584995,72.9625629,0.808818476,5.0,28.150000000000034,2019-08-19
1036,34th week,Gujarat,Surat,Acute Diarrhoeal Disease,43,,21.19177615,72.95441578,0.371420419,7.0,25.189999999999998,2019-08-19
1037,34th week,Karnataka,Chikkaballapur,Dengue,40,1.0,13.6102243,77.5127721,0.324720394,7.0,29.410000000000025,2019-08-16
1038,34th week,Kerala,Ernakulam,Dengue,15,,9.98408,76.2741457,1.541419047,6.0,25.590000000000032,2019-08-19
1039,34th week,Maharashtra,Chandrapur,Acute Diarrhoeal Disease,84,,20.0967555,79.50454752,0.546220957,11.0,27.439999999999998,2019-08-18
1040,34th week,Maharashtra,Kolhapur,Dengue,2,1.0,16.7028412,74.2405329,0.167774259,6.0,23.689999999999998,2019-08-18
1041,34th week,Madhya Pradesh,Agar Malwa,Acute Diarrhoeal Disease,221,,23.9342963,76.14523314,3.024033542,,26.920000000000016,2019-08-21
1042,34th week,Madhya Pradesh,Morena,Malaria,15,,26.166667,77.5,0.837839997,14.0,27.96333340000001,2019-08-22
1043,34th week,Odisha,Dhenkanal,Cholera,15,,20.75,85.5,1.545526329,15.0,27.33000000000004,2019-08-18
1044,34th week,Odisha,Balasore,Acute Diarrhoeal Disease,8,,21.5002888,86.9202627,1.528313406,7.0,29.710000000000036,2019-08-18
1045,34th week,Odisha,Balasore,Acute Diarrhoeal Disease,10,,21.5002888,86.9202627,5.204331522,,27.560000000000002,2019-08-20
1046,34th week,Punjab,Fatehgarh Sahib,Acute Diarrhoeal Disease,43,,30.6466737,76.3887563,1.993092932,29.0,26.805000000000007,2019-08-22
1047,34th week,Telangana,Mahabubnagar,Dengue And Chikungunya,32,,16.69656855,77.95911462,0.148236682,,31.010000000000048,2019-08-21
1048,34th week,Uttarakhand,Rudraprayag,Dengue,20,,30.3009965,79.06287965,2.366893812,,7.03000000000003,2019-08-20
1049,34th week,Bihar,Nalanda,Acute Diarrhoeal Disease,33,,25.1364914,85.44365465,1.644256935,9.0,,2019-07-13
1050,34th week,Bihar,Sheikhpura,Acute Diarrhoeal Disease,18,,25.12635425,85.81510621,0.647809689,,27.286,2019-08-13
1051,34th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,39,,22.0090841,82.578896,1.433943517,,24.600000000000023,2019-08-13
1052,34th week,Maharashtra,Chandrapur,Malaria,83,,20.0967555,79.50454752,0.764216675,,26.890000000000043,2019-08-12
1053,34th week,Maharashtra,Satara,Dengue,15,,17.63612885,74.29827808,2.153167766,3.0,,2019-08-10
1054,34th week,West Bengal,Purba Medinipur,Dengue,428,,22.06217445,87.83672383,0.68765658,,30.939999999999998,2019-08-12
1055,34th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,87,,31.6723392,76.95331691,1.048003082,,24.474000000000046,2019-08-12
1056,34th week,West Bengal,Murshidabad,Dengue,480,,24.1745993,88.2721335,0.741628104,8.0,31.230000000000018,2019-08-16
1057,35th week,Assam,Darrang (Mangaldoi),Acute Diarrhoeal Disease,7,,26.4365974,92.0342718,0.679440462,,27.296666600000037,2019-08-28
1058,35th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,42,,31.6723392,76.95331691,0.956578131,38.0,24.730000000000018,2019-08-27
1059,35th week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,8,,13.6102243,77.5127721,0.255550973,7.0,,2019-08-26
1060,35th week,Karnataka,Kalaburagi,Chikungunya,28,,17.166667,77.083333,0.127335655,16.0,32.8966666,2018-09-26
1061,35th week,Karnataka,Ramanagara,Acute Diarrhoeal Disease,87,,12.7252766,77.2804797,0.264709671,8.0,,2019-08-26
1062,35th week,Maharashtra,Ahmednagar,Dengue,40,,19.1627725,74.8580243,0.101115058,8.0,35.98333340000005,2019-08-26
1063,35th week,Maharashtra,Kolhapur,Dengue,5,1.0,16.7028412,74.2405329,0.261170556,11.0,30.94333340000003,2019-08-25
1064,35th week,Maharashtra,Kolhapur,Malaria,3,,16.7028412,74.2405329,0.218334646,,31.060000000000002,2019-08-29
1065,35th week,Maharashtra,Nagpur,Dengue,23,1.0,21.1498134,79.0820556,1.381845331,,,2019-08-28
1066,35th week,Odisha,Mayurbhanj,Cholera,13,,21.75,86.5,3.454880071,7.0,27.536666600000046,2019-08-24
1067,35th week,Odisha,Mayurbhanj,Cholera,16,,21.75,86.5,0.789748188,7.0,27.536666600000046,2019-08-25
1068,35th week,Punjab,Hoshiarpur,Cholera,72,,31.60857425,75.84644247,0.159055079,,30.07000000000005,2019-08-28
1069,35th week,Tamil Nadu,Virudhunagar- Sivakasi,Dengue,14,,9.4477045,77.8000434,0.250501148,4.0,44.27000000000004,2019-08-30
1070,35th week,Telangana,Adilabad,Acute Diarrhoeal Disease,51,,19.5,78.5,1.224324813,,31.370000000000005,2019-08-29
1071,35th week,Tripura,Gomati,Acute Diarrhoeal Disease,22,,23.4613369,91.60718004,0.413409511,28.0,,2019-08-25
1072,35th week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,47,,22.2788943,87.92227864,0.431657762,5.0,29.470000000000027,2019-09-01
1073,35th week,Assam,Sonitpur (Tezpur),Dengue,8,,26.6265106,92.8002917,4.013340576,,,2019-07-12
1074,35th week,Bihar,Muzaffarpur,Dengue,10,,26.1486581,85.34001282,0.425502498,4.0,32.77000000000004,2019-07-22
1075,35th week,Bihar,Siwan,Acute Diarrhoeal Disease,9,3.0,26.1310043,84.39125661,1.024802009,15.0,28.814999999999998,2019-08-23
1076,35th week,Karnataka,Belagavi,Dengue,14,,15.8572666,74.5069343,2.487819,,21.810000000000002,2019-08-12
1077,35th week,Karnataka,Haveri,Dengue,63,,14.7874825,75.3996731,0.976188257,4.0,26.260000000000048,2019-07-08
